transaction_id,customer_id,amount,payment_method,failure_reason_raw,customer_ltv,recent_retries,time_since_last_attempt_mins,ideal_recovery_action
20781c72-ee52-4318-ad48-5e88dab6f023,6f3ca723-f689-4601-861a-4ee4475ac313,261.33,UPI,gateway_timeout,503.7,0,103,retry_later
29629250-953e-4b23-8b74-5dfa8039971b,e0fb0357-3d5c-4ab0-9a8a-8958439eebfc,418.74,Debit Card,incorrect_pin,331.55,0,31,switch_method
b8321506-866a-4adc-857c-72d54c03fb04,63cca4be-0cd9-40ff-8995-a4b03e1cde12,2997.29,Credit Card,expired_card,1357.52,1,105,switch_method
95c67467-cef5-4546-8f70-b0f3aa1d96bc,ae555d24-94de-415f-803a-82a9470cc492,393.06,Credit Card,risk_flag,1938.97,0,85,give_up
5cce9894-cdd4-4daf-903a-2ade81648865,3815e84d-75f0-446b-a6cb-33fae97cddb2,7680.38,UPI,gateway_timeout,1172.88,4,68,give_up
1710fee7-a9b2-4cb9-9bb6-721082f2537d,51fca2ba-7a15-4d99-aa0e-093d036f2074,1648.37,UPI,expired_card,1161.47,0,24,switch_method
b46a6c46-5300-4f9b-93bf-464a50ddbec4,e6830786-31aa-4348-b84e-cefdeb2c3592,2020.85,UPI,gateway_timeout,10.0,2,59,retry_later
f049bef3-0d0a-45f9-a0b5-9e9262d85f85,2fbd1069-4b77-4f66-8b20-05eecf084874,1259.05,Debit Card,incorrect_pin,1589.15,0,42,retry_later
cb4f6831-584c-42b0-8288-62ef99388341,54332861-dc3b-4bd2-b685-20635653b73d,4937.93,Credit Card,insufficient_funds,292.35,2,37,switch_method
158679cd-d2c9-4a60-a64a-3e612a1e25f8,dfe1efeb-d129-45ee-ac3d-8d9947d73a53,5004.58,Credit Card,insufficient_funds,274.26,0,277,retry_later
35522850-65a2-4727-95c0-8090e7c22ebe,d2d08451-3e03-4e7e-8635-1c5aae979518,2794.95,UPI,expired_card,331.37,4,42,switch_method
96f391b7-fe9a-4b76-a1a7-e5c0146e46d3,6169c220-84e3-49c2-be52-7ccd64ab9ee2,3767.72,Debit Card,gateway_timeout,10.0,0,1,retry_later
